TEAM,NAME,POSITION,YEAR,STARS
Ball State,Ryan Lezon,TE,1,5
Ball State,Drayton C-Perrin,TE,1,5
Ball State,YoHeinz Tyler,WR,4,6
Ball State,Justin Hall,WR,4,6
Ball State,Hassan Littles,WR,4,6
Ball State,Trevor Hohlt,WR,4,6
Ball State,Jalen McGaughy,WR,2,6
Ball State,Chevalier Brenson,WR,1,5
Ball State,Qian Magwood,WR,1,5
Ball State,Justin Campbell,WR,1,5
Baylor,Kalon Barnes,CB,4,8
Baylor,Raleigh Texada,CB,4,8
Baylor,Mark Milton,CB,3,7
Baylor,Byron Hanspard,CB,3,7
Baylor,AJ McCarty,CB,1,7
Baylor,Tevin Williams,CB,1,7
Baylor,Chateau Reed,CB,1,6
Baylor,Chidi Ogbonnaya,DL,4,7
Baylor,Cole Maxwell,DL,4,7
Baylor,Rob Saulin,DL,4,7
Baylor,TJ Franklin,DL,3,7
Baylor,Brayden Utley,DL,3,7
Baylor,Josh Landry,DL,3,7
Baylor,Siaki Ika,DL,2,8
Baylor,Gabe Hall,DL,2,7
Baylor,John Mayers,K,3,8
Baylor,Issac Power,K,3,8
Baylor,Terrel Bernard,LB,4,8
Baylor,Ashton Logan,LB,4,7
Baylor,Dillon Doyle,LB,3,8
Baylor,Victor Obi,LB,3,7
Baylor,Garmon Randolph,LB,2,7
Baylor,Matt Jones,LB,2,7
Baylor,Will Williams,LB,2,7
Baylor,Tyrone Brown,LB,1,7
Baylor,Will Garner,LB,1,6
Baylor,Connor Galvin,OL,4,8
Baylor,Xavier Newman-Johnson,OL,4,8
Baylor,Jacob Gall,OL,4,8
Baylor,Khalil Keith,OL,4,7
Baylor,Johncarlo Valentin,OL,4,7
Baylor,Grant Miller,OL,4,7
Baylor,Mose Jeffery,OL,4,7
Baylor,Jackson Kimble,OL,3,7
Baylor,Gavin Byers,OL,2,7
Baylor,Elijah Ellis,OL,2,6
Baylor,Tate Williams,OL,1,7
Baylor,Micah Mazzccua,OL,1,7
Baylor,Connor Heffernan,OL,1,7
Baylor,Gerry Bohanon,QB,3,8
Baylor,Kyron Drones,QB,1,7
Baylor,Blake Shapen,QB,1,6
Baylor,Abram Smith,RB,4,8
Baylor,Trestan Ebner,RB,4,8
Baylor,Craig Williams,RB,2,7
Baylor,Qualan Jones,RB,2,7
Baylor,Taye McWilliams,RB,2,7
Baylor,Jordan Jenkins,RB,1,7
Baylor,Jalen Pitre,S,4,8
Baylor,JT Woods,S,4,8
Baylor,Christian Morgan,S,4,7
Baylor,Jairon McVea,S,4,7
Baylor,Devin Neal,S,2,7
Baylor,Lorando Johnson,S,1,7
Baylor,Cisco Caston,S,1,7
Baylor,Christoph Henle,TE,4,7
Baylor,Ben Sims,TE,3,7
Baylor,Tyler Henderson,TE,3,6
Baylor,Drake Dabney,TE,2,7
Baylor,Drew Estrada,WR,4,8
Baylor,Tyquan Thornton,WR,4,8
Baylor,Josh Fleeks,WR,4,8
Baylor,RJ Sneed,WR,4,8
Baylor,Jackson Gleeson,WR,3,7
Baylor,Gavin Holmes,WR,3,7
Baylor,Jaylen Ellis,WR,2,7
Baylor,Elijah Bean,WR,1,7
Baylor,Monaray Baldwin,WR,1,7
Baylor,Cameron Bonner,WR,1,7
Boise State,Damon Cole,CB,4,6
Boise State,Caleb Biggers,CB,4,6
Boise State,Jared Reed,CB,4,6
Boise State,Markel Reed,CB,3,7
Boise State,Tyric LeBeauf,CB,3,6
Boise State,Kaonohi Kaniho,CB,1,6
Boise State,Shane Irwin,DL,4,7
Boise State,Scale Igiehon,DL,4,6
Boise State,Divine Obichere,DL,4,6
Boise State,Aisa Kelemete,DL,4,6
Boise State,Scott Matlock,DL,3,6
Boise State,Jackson Cravens,DL,3,6
Boise State,Dylan Herberg,DL,3,6
Boise State,Demitri Washington,DL,3,6
Boise State,Keeghan Freeborn,DL,3,6
Boise State,Isaiah Bagnah,DL,2,6
Boise State,Michael Callahan,DL,2,6
Boise State,Casey Kline,DL,2,6
Boise State,Herbert Gums,DL,1,6
Boise State,Ahmed Hassanein,DL,1,6
Boise State,Joel Velazquez,K,4,6
Boise State,Jonah Dalmas,K,2,7
Boise State,Ezekiel Noa,LB,4,7
Boise State,Riley Whimpey,LB,4,7
Boise State,Brandon Hawkins,LB,3,6
Boise State,DJ Schramm,LB,3,6
Boise State,John Ojukwu,OL,4,7
Boise State,Jake Stetz,OL,4,7
Boise State,Donte Harrington,OL,4,6
Boise State,Uzo Osuji,OL,4,6
Boise State,Will Farrar,OL,4,6
Boise State,Gerrett Curran,OL,3,7
Boise State,Dallas Holliday,OL,3,6
Boise State,Kekaniokoa H-Gonzalez,OL,3,6
Boise State,Riden Leong,OL,3,6
Boise State,Jacob Golden,OL,2,6
Boise State,Ben Dooley,OL,2,6
Boise State,Mason Randolph,OL,1,6
Boise State,Jack Sears,QB,4,6
Boise State,Hank Bachmeier,QB,3,7
Boise State,Andy Peters,QB,1,6
Boise State,Taylen Green,QB,1,6
Boise State,Andrew VanBuren,RB,4,6
Boise State,Cyrus Habibi-Likio,RB,4,6
Boise State,Danny Smith,RB,3,6
Boise State,Taequan Tyler,RB,2,6
Boise State,Tyler Crowe,RB,2,6
Boise State,George Holani,RB,2,6
Boise State,Kekaula Kaniho,S,4,7
Boise State,Tyreque Jones,S,4,6
Boise State,Roman Kafentzis,S,4,6
Boise State,JL Skinner,S,3,6
Boise State,Alexander Teubner,S,2,6
Boise State,Semaj Verner,S,1,6
Boise State,Seyi Oladipo,S,1,6
Boise State,Jaylen Clark,S,1,6
Boise State,Rodney Robinson,S,1,6
Boise State,Kurt Rafdal,TE,4,6
Boise State,Riley Smith,TE,3,6
Boise State,Tyneil Hopper,TE,3,6
Boise State,Tyler Eiguren,TE,2,6
Boise State,Austin Bolt,TE,1,6
Boise State,Khalil Shakir,WR,4,7
Boise State,Octavius Evans,WR,4,6
Boise State,Davis Koetter,WR,4,6
Boise State,Billy Bowens,WR,3,6
Boise State,Stefan Cobbs,WR,3,6
Boise State,LaTrell Caples,WR,1,6
Boise State,Eric McAlister,WR,1,6
Boston College,Brandon Sebastian,CB,4,8
Boston College,JT Thompson,CB,4,7
Boston College,Josh DeBerry,CB,3,8
Boston College,Elijah Jones,CB,3,7
Boston College,Shawn Asbury,CB,1,7
Boston College,Jalen Cheek,CB,1,7
Boston College,CJ Burton,CB,1,7
Boston College,Jalon Williams,CB,1,6
Boston College,Brandon Barlow,DL,4,8
Boston College,Marcus Valdez,DL,4,8
Boston College,TJ Rayam,DL,4,7
Boston College,Chibueze Onwuka,DL,4,7
Boston College,Jake Byczko,DL,4,7
Boston College,Shitta Sillah,DL,3,8
Boston College,Khris Banks,DL,3,7
Boston College,Cam Horsley,DL,2,7
Boston College,Izaiah Henderson,DL,2,7
Boston College,Jackson Ness,DL,2,6
Boston College,Donovan Ezeiruaku,DL,1,7
Boston College,Grant Carlson,K,4,8
Boston College,Danny Longman,K,4,7
Boston College,Isaiah Graham-Mobley,LB,4,7
Boston College,Nick DeNucci,LB,3,7
Boston College,Vinny DePalma,LB,3,7
Boston College,Joseph Sparacio,LB,3,7
Boston College,Hugh Davis,LB,3,6
Boston College,Kam Arnold,LB,2,7
Boston College,Bryce Steele,LB,1,7
Boston College,Jaylen Blackwell,LB,1,7
Boston College,Neto Okpala,LB,1,6
Boston College,Owen McGowan,LB,1,6
Boston College,Zion Johnson,OL,4,8
Boston College,Ben Petrula,OL,4,8
Boston College,Alec Lindstrom,OL,4,8
Boston College,Tyler Vrabel,OL,3,8
Boston College,Finn Dirstine,OL,3,7
Boston College,Christian Mahogany,OL,2,8
Boston College,Jack Conley,OL,2,7
Boston College,Ozzy Trapilo,OL,1,7
Boston College,Kevin Pyne,OL,1,7
Boston College,Kevin Cline,OL,1,7
Boston College,Drew Kendall,OL,1,7
Boston College,Dennis Grosel,QB,4,7
Boston College,Phil Jurkovec,QB,3,8
Boston College,Emmett Morehead,QB,1,6
Boston College,Travis Levy,RB,4,8
Boston College,Alec Sinkfield,RB,4,7
Boston College,Javian Dayne,RB,3,6
Boston College,Pat Garwo,RB,2,8
Boston College,Xavier Coleman,RB,1,7
Boston College,Deon Jones,S,4,8
Boston College,Mike Palmer,S,4,8
Boston College,Jahmin Muse,S,4,7
Boston College,Jaiden Woodbey,S,3,8
Boston College,Jason Maitre,S,3,8
Boston College,Jalen Williams,S,2,6
Boston College,Connor Grieco,S,2,6
Boston College,Trae Barry,TE,4,7
Boston College,Joey Luchetti,TE,3,7
Boston College,Spencer Witter,TE,2,6
Boston College,Charlie Gordinier,TE,1,6
Boston College,Kobay White,WR,4,8
Boston College,CJ Lewis,WR,4,7
Boston College,Jaelen Gill,WR,3,8
Boston College,Zay Flowers,WR,3,8
Boston College,Jehlani Galloway,WR,3,7
Boston College,Taji Johnson,WR,2,6
Boston College,Jaden Williams,WR,1,6
Boston College,Lewis Bond,WR,1,6
Bowling Green,Diata Burns,CB,4,5
Bowling Green,Davon Ferguson,CB,4,5
Bowling Green,Marcus Sheppard,CB,2,5
Bowling Green,Deshawn Jones,CB,1,5
Bowling Green,Willie Jones,CB,1,5
Bowling Green,Walter Haire,DL,4,6
Bowling Green,Karl Brooks,DL,3,7
Bowling Green,Demetrius Hardamon,DL,3,5
Bowling Green,Jevon Henderson,DL,3,5
Bowling Green,Blaine Spires,DL,2,6
Bowling Green,Anthony Hawkins,DL,2,6
Bowling Green,Dontrez Brown,DL,2,5
Bowling Green,Jordan Porter,DL,2,5
Bowling Green,Billie Roberts,DL,1,6
Bowling Green,Adrian Wilson,DL,1,5
Bowling Green,Matt Naranjo,K,4,7
Bowling Green,Nate Needham,K,4,6
Bowling Green,Bryce Brand,LB,4,6
Bowling Green,Darren Anders,LB,3,6
Bowling Green,Brennan Spiess,LB,2,5
Bowling Green,Justin Schiets,LB,2,5
Bowling Green,Brock Horne,LB,2,5
Bowling Green,Fortune Woods,LB,1,5
Bowling Green,Aaron Washington,LB,1,5
Bowling Green,Diego Neri,LB,1,5
Bowling Green,JB Brown,LB,1,5
Bowling Green,Charles Rosser,LB,1,5
Bowling Green,Sam Neverov,OL,4,6
Bowling Green,Jordan Murphy,OL,4,5
Bowling Green,Jeremiah Banks-Wall,OL,2,5
Bowling Green,Jalen Grant,OL,2,5
Bowling Green,Luke Harmon,OL,2,5
Bowling Green,Chris Oliver,OL,2,5
Bowling Green,Gabriel Brown,OL,1,5
Bowling Green,Malone Vangorder,OL,1,5
Bowling Green,Cade Zimmerly,OL,1,5
Bowling Green,Matt Fortner,OL,1,5
Bowling Green,Alex Padgett,OL,1,5
Bowling Green,Dawson Hildebrand,OL,1,5
Bowling Green,Alex Wollschlaeger,OL,1,5
Bowling Green,Matt McDonald,QB,4,6
Bowling Green,LaBronz Davis,QB,2,5
Bowling Green,Riley Keller,QB,1,5
Bowling Green,Tucker Melton,QB,1,5
Bowling Green,Trevon Raymore,RB,2,6
Bowling Green,PaSean Wimberly,RB,2,5
Bowling Green,Terion Stewart,RB,1,6
Bowling Green,Jaison Patterson,RB,1,5
Bowling Green,Taron Keith,RB,1,5
Bowling Green,Sy Dabney,S,4,6
Bowling Green,Jordan Anderson,S,3,6
Bowling Green,Davion Daniels,S,2,5
Bowling Green,Patrick Day,S,2,5
Bowling Green,Trent Simms,S,1,5
Bowling Green,Jaylen Lawson,S,1,5
Bowling Green,Christian Sims,TE,3,5
Bowling Green,Andrew Bench,TE,2,5
Bowling Green,Tommy Guajardo,TE,1,5
Bowling Green,Levi Gazarek,TE,1,5
Bowling Green,Griffin Little,TE,1,5
Bowling Green,Zach Russell,TE,1,5
Bowling Green,Cavon Croom,WR,4,5
Bowling Green,Austin Osborne,WR,3,6
Bowling Green,Jake Rogers,WR,3,5
Bowling Green,Tyrone Broden,WR,2,6
Bowling Green,Javonte Kinsey,WR,2,6
Bowling Green,Nic Kilbride,WR,1,5
Bowling Green,Jhaylin Embry,WR,1,5
Bowling Green,TaeShaun Johnson,WR,1,5
Buffalo,JaMarcus Ingram,CB,4,6
Buffalo,Wankeith Akin,CB,4,5
Buffalo,Isaiah King,CB,4,5
Buffalo,Quillen Howze,CB,1,5
Buffalo,Josh Rogers,DL,4,6
Buffalo,Eric Black,DL,4,6
Buffalo,Taylor Riggins,DL,4,6
Buffalo,Max Michel,DL,3,6
Buffalo,Daymond Williams,DL,3,5
Buffalo,Kyler Laing,DL,2,6
Buffalo,Nick Zikuski,DL,2,5
Buffalo,CJ Bazile,DL,2,5
Buffalo,George Wolo,DL,2,5
Buffalo,Daishon Folsom,DL,2,5
Buffalo,Bryce Johnson-Maith,DL,1,5
Buffalo,Chris King,DL,1,5
Buffalo,Floyd Dozier,DL,1,5
Buffalo,Alex McNulty,K,3,6
Buffalo,Jackson Baltar,K,3,6
Buffalo,James Patterson,LB,4,7
Buffalo,Kadofi Wright,LB,4,7
Buffalo,Tim Terry,LB,4,6
Buffalo,Keith Woetzel,LB,4,5
Buffalo,Jake Zimmer,LB,3,5
Buffalo,Caleb Tate,LB,2,5
Buffalo,Shaun Dolac,LB,2,5
Buffalo,Fabian Weitz,LB,1,5
Buffalo,Jaillen Howze,LB,1,5
Buffalo,Jake Fuzak,OL,4,7
Buffalo,Jack Klenk,OL,4,6
Buffalo,Gabe Wallace,OL,3,6
Buffalo,Jack Hasz,OL,3,5
Buffalo,Trevor Cahill,OL,3,5
Buffalo,Alain Schaerer,OL,3,5
Buffalo,Bence Polgar,OL,2,5
Buffalo,Caelan Shepard,OL,2,5
Buffalo,Tyler Doty,OL,1,5
Buffalo,Janik Ogunlade,OL,1,5
Buffalo,Deondre Doiron,OL,1,5
Buffalo,Nolan Gorczyka,OL,1,5
Buffalo,Kyle Vantrease,QB,4,6
Buffalo,Matt Myers,QB,3,6
Buffalo,Trevor Bycznski,QB,2,5
Buffalo,Casey Case,QB,1,5
Buffalo,Kevin Marks,RB,4,6
Buffalo,Dylan McDuffie,RB,3,7
Buffalo,Ron Cook,RB,3,5
Buffalo,Kolbe Burrell,RB,1,5
Buffalo,Al-Jay Henderson,RB,1,5
Buffalo,Aapri Washington,S,4,6
Buffalo,EJ Brown,S,4,5
Buffalo,Dylan Powell,S,4,5
Buffalo,Cory Gross,S,3,5
Buffalo,Marcus Fuqua,S,2,5
Buffalo,Jibrahn Claude,S,1,5
Buffalo,Jalen McNair,S,1,5
Buffalo,Jake Molinich,TE,4,5
Buffalo,Cole Burniston,TE,3,5
Buffalo,Tyler Stephens,TE,2,5
Buffalo,Trevor Borland,TE,1,5
Buffalo,Quian Williams,WR,4,7
Buffalo,Jovany Ruiz-Navarro,WR,4,6
Buffalo,Tyree ONeil,WR,4,5
Buffalo,Dominic Johnson,WR,4,5
Buffalo,Carlton Todd,WR,4,5
Buffalo,Bernard Porter,WR,3,5
Buffalo,Maryln Johnson,WR,2,5
Buffalo,Khamran Laborn,WR,1,5
Buffalo,Jamari Gassett,WR,1,5
BYU,Kaleb Hayes,CB,3,7
BYU,DAngelo Mandell,CB,3,7
BYU,Shamon Willis,CB,3,6
BYU,Keenan Ellis,CB,3,6
BYU,Isaiah Herron,CB,2,7
BYU,Jaylon Vickers,CB,2,6
BYU,Jacob Boren,CB,2,6
BYU,Caleb Christensen,CB,1,6
BYU,Micah Harper,CB,1,6
BYU,Jakob Robinson,CB,1,6
BYU,Uriah Leiataua,DL,4,7
BYU,Lorenzo Fauatea,DL,3,7
BYU,Earl TuiotiMariner,DL,3,6
BYU,Atunaisa Mahe,DL,2,6
BYU,Gabe Summers,DL,2,6
BYU,Tyler Batty,DL,1,7
BYU,Caden Haws,DL,1,6
BYU,John Nelson,DL,1,6
BYU,Blake Mangelson,DL,1,5
BYU,Fisher Jackson,DL,1,5
BYU,Jake Oldroyd,K,2,7
BYU,Ryan Rehkow,K,1,7
BYU,Pepe Tanuvasa,LB,3,7
BYU,Max Tooley,LB,2,7
BYU,Keenan Pili,LB,2,7
BYU,Drew Jensen,LB,2,7
BYU,Payton Wilgar,LB,2,7
BYU,Jackson Kaufusi,LB,2,6
BYU,Josh Wilson,LB,1,6
BYU,Ben Bywater,LB,1,6
BYU,James Empey,OL,3,7
BYU,Joe Tukuafu,OL,3,6
BYU,Harris LaChance,OL,2,7
BYU,Clark Barrington,OL,2,7
BYU,Blake Freeland,OL,2,7
BYU,Brayden Keim,OL,2,6
BYU,Connor Pay,OL,1,6
BYU,Donovan Hanna,OL,1,6
BYU,Brock Gunderson,OL,1,6
BYU,Seth Willis,OL,1,6
BYU,Campbell Barrington,OL,1,6
BYU,Jaren Hall,QB,2,7
BYU,Baylor Romney,QB,2,7
BYU,Jacob Conover,QB,1,7
BYU,Nick Billoups,QB,1,6
BYU,Sol-Jay Maiava-Peters,QB,1,6
BYU,Lopini Katoa,RB,3,7
BYU,Tyler Allgeier,RB,2,7
BYU,Masen Wake,RB,2,6
BYU,Miles Davis,RB,1,6
BYU,Jared Kapisi,S,4,6
BYU,Chaz AhYou,S,3,7
BYU,Morgan Pyper,S,3,6
BYU,Matthew Criddle,S,3,6
BYU,Ammon Hannemann,S,3,6
BYU,Malik Moore,S,3,6
BYU,Mitchell Price,S,3,6
BYU,Hayden Livingston,S,2,6
BYU,Javelle Brown,S,1,6
BYU,Dallin Holker,TE,2,7
BYU,Isaac Rex,TE,1,7
BYU,Samson Nacua,WR,4,7
BYU,Neil Pauu,WR,3,7
BYU,Gunner Romney,WR,3,7
BYU,Chris Jackson,WR,3,7
BYU,Puka Nacua,WR,2,7
BYU,Keanu Hill,WR,1,7
BYU,Kody Epps,WR,1,7
BYU,Chase Roberts,WR,1,6
California,Josh Drayden,CB,4,8
California,Branden Smith,CB,4,7
California,Chigozie Anusiem,CB,3,7
California,Collin Gamble,CB,2,7
California,Kaleb Higgins,CB,1,7
California,Lu-Magia Hearns,CB,1,7
California,Luc Bequette,DL,4,8
California,Brett Johnson,DL,3,8
California,Aaron Maldonado,DL,3,7
California,JH Tevis,DL,3,7
California,Darius Long,DL,3,7
California,Jaedon Roberts,DL,2,7
California,Ethan Saunders,DL,2,7
California,Stanley McKenzie,DL,2,7
California,Ricky Correia,DL,2,6
California,Gunnar Rask,DL,2,6
California,Derek Wilkins,DL,1,7
California,Akili Calhoun,DL,1,7
California,Jamieson Sheahan,K,4,7
California,Dario Longhetto,K,3,6
California,Cameron Goode,LB,4,8
California,Kuony Deng,LB,4,8
California,Marqez Bimage,LB,4,7
California,Braxten Croteau,LB,3,7
California,Evan Tattersall,LB,3,7
California,Trey Paster,LB,2,7
California,Kyle Smith,LB,2,7
California,Orin Patu,LB,2,7
California,Ieremia Ieremia,LB,1,7
California,Nate Rutchena,LB,1,7
California,Femi Oladejo,LB,1,7
California,Muelu Iosefa,LB,1,7
California,Kaleb Elarms-Orr,LB,1,7
California,Valentino Daltoso,OL,4,8
California,Matthew Cindric,OL,3,8
California,McKade Mettauer,OL,3,7
California,Will Craig,OL,3,7
California,Brian Driscoll,OL,2,7
California,Ben Coleman,OL,2,7
California,Everett Johnson,OL,2,6
California,Brayden Rohme,OL,2,6
California,Ender Aguilar,OL,2,6
California,Bastian Swinney,OL,1,7
California,Chase Garbers,QB,4,8
California,Ryan Glover,QB,4,7
California,Zach Johnson,QB,2,7
California,Kai Millner,QB,1,7
California,Christopher Brooks,RB,4,8
California,Marcel Dancy,RB,4,7
California,Damien Moore,RB,2,8
California,DeCarlos Brooks,RB,2,7
California,Chris Street,RB,2,7
California,Elijah Hicks,S,4,8
California,Daniel Scott,S,4,8
California,Raymond Woodie,S,3,7
California,Miles Williams,S,2,6
California,Jake Tonges,TE,4,7
California,Gavin Reinwald,TE,4,7
California,Collin Moore,TE,4,7
California,Jermaine Terry,TE,1,7
California,Nikko Remigio,WR,4,8
California,Kekoa Crawford,WR,4,8
California,Trevon Clark,WR,4,7
California,Monroe Young,WR,3,7
California,Justin RBaker,WR,2,7
California,Jeremiah Hunter,WR,2,7
California,Mason Mangum,WR,2,7
California,JMichael Sturdivant,WR,1,7
California,Mavin Anderson,WR,1,7
Central Florida,Marco Domio,CB,4,7
Central Florida,Zamari Maxwell,CB,4,7
Central Florida,Corey Thornton,CB,2,7
Central Florida,Davonte Brown,CB,2,7
Central Florida,Justin Hodges,CB,2,6
Central Florida,Jarrad Baker,CB,2,6
Central Florida,Brandon Adams,CB,1,7
Central Florida,Big KatBryant,DL,4,7
Central Florida,Kalia Davis,DL,4,7
Central Florida,Noah Hancock,DL,4,7
Central Florida,Anthony Montalvo,DL,4,7
Central Florida,Landon Woodson,DL,3,7
Central Florida,Tremon Morris-Brash,DL,3,7
Central Florida,Cam Goode,DL,3,7
Central Florida,Keenan Hester,DL,2,7
Central Florida,Ricky Barber,DL,2,7
Central Florida,Josh Celiscar,DL,2,7
Central Florida,Dallaz Corbitt,DL,2,7
Central Florida,Daniel Obarski,K,3,7
Central Florida,Andrew Osteen,K,3,7
Central Florida,Tatum Bethune,LB,3,7
Central Florida,Jeremiah Jean-Baptiste,LB,3,7
Central Florida,Jermaine McMillian,LB,3,6
Central Florida,Quade Mosier,LB,2,6
Central Florida,Cole Joyce,LB,1,6
Central Florida,Kadeem Leonard,LB,1,6
Central Florida,Josh McMullen,OL,4,7
Central Florida,Cole Schneider,OL,4,7
Central Florida,Marcus Tatum,OL,4,7
Central Florida,Brett Bell,OL,4,7
Central Florida,Samuel Jackson,OL,4,7
Central Florida,Lokahi Pauole,OL,3,7
Central Florida,Edward Collins,OL,3,7
Central Florida,Matthew Lee,OL,2,7
Central Florida,Mike Lofton,OL,2,6
Central Florida,Paul Rubelt,OL,2,6
Central Florida,Adrian Medley,OL,2,6
Central Florida,Joey Gatewood,QB,3,7
Central Florida,Timmy Mclain,QB,3,6
Central Florida,Quadry Jones,QB,3,7
Central Florida,Mikey Keene,QB,1,7
Central Florida,Isaiah Bowser,RB,4,7
Central Florida,Trillion Coles,RB,3,7
Central Florida,Johnny Richardson,RB,2,7
Central Florida,Mark-Antony Richards,RB,2,7
Central Florida,Damarius Good,RB,2,6
Central Florida,Devunte Dawson,S,4,7
Central Florida,Bryson Armstrong,S,4,7
Central Florida,Derek Gainous,S,4,7
Central Florida,Jon Powell,S,4,7
Central Florida,Dyllon Lester,S,3,7
Central Florida,Divaad Wilson,S,3,7
Central Florida,Trevion SHarris,S,2,7
Central Florida,Quadric Bullard,S,2,7
Central Florida,Jaiden Francois,S,1,7
Central Florida,Jake Hescock,TE,4,7
Central Florida,Zach Marsh-Wojan,TE,4,7
Central Florida,Alec Holler,TE,3,7
Central Florida,Charlie Browder,TE,1,6
Central Florida,Nate Craig-Myers,WR,4,7
Central Florida,Brandon Johnson,WR,4,7
Central Florida,Amari Johnson,WR,3,7
Central Florida,Kevon Ahmad,WR,3,7
Central Florida,Ryan OKeefe,WR,3,7
Central Florida,Jaylon Robinson,WR,3,7
Central Florida,Kaedin Robinson,WR,2,7
Central Florida,Jaylon Griffin,WR,2,7
Central Florida,Titus MAtimalala,WR,1,7
Central Florida,Jordan Johnson,WR,1,7
Central Michigan,Dishon McNary,CB,4,7
Central Michigan,Rolliann Sturkey,CB,4,6
Central Michigan,Richard Bowens,CB,4,6
Central Michigan,Donte Kent,CB,2,6
Central Michigan,Daedae Hill,CB,2,6
Central Michigan,Irone Jackson,CB,1,6
Central Michigan,Elijah Rikard,CB,1,6
Central Michigan,Troy Hairston,DL,4,7
Central Michigan,Robi Stuart,DL,4,6
Central Michigan,Amir Siddiq,DL,4,6
Central Michigan,LaQuan Johnson,DL,3,6
Central Michigan,Thomas Incoom,DL,3,6
Central Michigan,Jacques Bristol,DL,3,6
Central Michigan,Tico Brown,DL,3,6
Central Michigan,Fred Stokes,DL,2,6
Central Michigan,Quindario Lee,DL,2,6
Central Michigan,Tyrece Woods,DL,2,6
Central Michigan,Isaiah Rogers,DL,1,6
Central Michigan,Jason Williams,DL,1,6
Central Michigan,Michael Heldman,DL,1,6
Central Michigan,Luke Elzinga,K,2,7
Central Michigan,Marshall Meeder,K,2,7
Central Michigan,Troy Brown,LB,4,7
Central Michigan,George Douglas,LB,4,6
Central Michigan,Kumehnnu Gwilly,LB,4,6
Central Michigan,Justin Whiteside,LB,2,6
Central Michigan,Dakota Cochran,LB,1,6
Central Michigan,Fernando Sanchez,LB,1,6
Central Michigan,Lawaia Brown,LB,1,6
Central Michigan,Kyle Moretti,LB,1,6
Central Michigan,Bernhard Raimann,OL,4,7
Central Michigan,Jamezz Kimbrough,OL,4,6
Central Michigan,Luke Goedeke,OL,3,6
Central Michigan,Danny Motowski,OL,3,6
Central Michigan,Tyden Ferris,OL,3,6
Central Michigan,Deiyantei Powell-Woods,OL,2,6
Central Michigan,Vashon Bailey,OL,2,6
Central Michigan,Brayden Swartout,OL,1,6
Central Michigan,Keegan Smith,OL,1,6
Central Michigan,Davis Heinzen,OL,1,6
Central Michigan,Jacob Sirmon,QB,3,6
Central Michigan,Daniel Richardson,QB,2,7
Central Michigan,Jase Bauer,QB,1,6
Central Michigan,Tyler Pape,QB,1,6
Central Michigan,Darius Bracy,RB,4,6
Central Michigan,Kobe Lewis,RB,4,6
Central Michigan,Lew Nichols,RB,3,7
Central Michigan,DeJavion Stepney,RB,1,6
Central Michigan,Myles Bailey,RB,1,6
Central Michigan,Marion Lukes,RB,1,6
Central Michigan,Devonni Reed,S,4,6
Central Michigan,Alonzo McCoy,S,4,6
Central Michigan,Gage Kreski,S,4,6
Central Michigan,Trey Jones,S,2,6
Central Michigan,Caleb Spann,S,1,6
Central Michigan,Keegan Cossou,TE,4,6
Central Michigan,Hunter Buczkowski,TE,4,6
Central Michigan,Joel Wilson,TE,3,6
Central Michigan,Alec Palella,TE,1,6
Central Michigan,Kalil Pimpleton,WR,4,7
Central Michigan,Remi Simmons,WR,4,6
Central Michigan,Dallas Dixon,WR,4,6
Central Michigan,Levar Gumms,WR,4,6
Central Michigan,JaCorey Sullivan,WR,4,6
Central Michigan,Drayton Law,WR,4,6
Central Michigan,Eric Reese,WR,1,6
Central Michigan,Finn Hogan,WR,1,6
Central Michigan,Chris Parker,WR,1,6
Central Michigan,Tyson Davis,WR,1,6
Cincinnati,Coby Bryant,CB,4,9
Cincinnati,Ahmad Gardner,CB,3,8
Cincinnati,Jaquan Sheppard,CB,3,7
Cincinnati,Arquon Bush,CB,3,7
Cincinnati,Taj Ward,CB,3,7
Cincinnati,Iesa Jarmon,CB,1,7
Cincinnati,Todd Bumphis,CB,1,7
Cincinnati,Sammy Anderson,CB,1,7
Cincinnati,Malik Rainey,CB,1,6
Cincinnati,Curtis Brooks,DL,4,8
Cincinnati,Marcus Brown,DL,4,8
Cincinnati,Malik Vann,DL,4,8
Cincinnati,Jabari Taylor,DL,4,7
Cincinnati,Miles Manigault,DL,4,7
Cincinnati,Myjai Sanders,DL,3,8
Cincinnati,Jowon Briggs,DL,3,7
Cincinnati,Eric Phillips,DL,2,7
Cincinnati,Izaiah Ruffin,DL,2,6
Cincinnati,Zeiqui Lawton,DL,1,7
Cincinnati,Justin Wodtly,DL,1,7
Cincinnati,Cole Smith,K,3,6
Cincinnati,Mason Fletcher,K,1,7
Cincinnati,Joel Dublanko,LB,4,7
Cincinnati,Wilson Huber,LB,4,7
Cincinnati,Darrian Beavers,LB,3,8
Cincinnati,Ty VanFossen,LB,3,7
Cincinnati,Brody Ingle,LB,3,6
Cincinnati,Deshawn Pace,LB,2,7
Cincinnati,Jaheim Thomas,LB,1,7
Cincinnati,Jack Dingle,LB,1,7
Cincinnati,Daved Jones,LB,1,6
Cincinnati,Vincent McConnell,OL,4,8
Cincinnati,Jeremy Cooper,OL,3,7
Cincinnati,Lorenz Metz,OL,3,7
Cincinnati,Dylan OQuinn,OL,3,7
Cincinnati,Colin Woodside,OL,3,7
Cincinnati,James Tunstall,OL,3,6
Cincinnati,Cam Jones,OL,2,7
